query_id,original_query,obfuscated_query_distance,obfuscated_query_angle,obfuscated_query_product
156493,do goldfish grow,do piyanart grow,do pepperidge grow,do alligators grow
1110199,what is wifi vs bluetooth,what is wireless wlan bluetooth,what is wireless wireless bluetooth,what is connectivity qualifier bluetooth
1063750,why did the us volunterilay enter ww1,why did the us volunterilay enter ww1,why did the us volunterilay enter ww1,why did the us volunterilay enter ww1
130510,definition declaratory judgment,define ooooooooooooooooooooooooooooooooooooooo reasoning,define defines defines,define counterclaim reasoning
489204,right pelvic pain causes,go hand go musculature,hand hand want pelvis,go anal anxiety hand
573724,what are the social determinants of health,what are the bulletinyyy education of education,what are the political political of wellbeing,what are the political cultural of cultural
168216,does legionella pneumophila cause pneumonia,does legionella pneumophila causing result,does legionella pneumophila causing causing,does legionella pneumophila causing atypical
1133167,how is the weather in jamaica,how is the rain in rain,how is the jamaican in rainy,how is the conditions in rain
527433,types of dysarthria from cerebral palsy,ooooooooooooooooooooooooooooooooooooooo of coloboma from variety different,variety of coloboma from variety coloboma,brain of dysphagia from variety dysphagia
1037798,who is robert gray,who is rohsh rohsh,who is richard brown,who is richard richard
915593,what types of food can you cook sous vide,what types of ooooooooooooooooooooooooooooooooooooooo can you cook bois ooooooooooooooooooooooooooooooooooooooo,what types of eat can you cook aulnay meat,what types of eat can you cook eat clichy
264014,how long is life cycle of flea,how years is time though of though,how living is years years of living,how years is years time of years
1121402,what can contour plowing reduce,what can contour plowing reduce,what can contour plowing reduce,what can contour plowing reduce
962179,when was the salvation army founded,when was the srivalo piyanart founded,when was the liberation fis founded,when was the liberation soldiers founded
1117099,what is a active margin,what is a engaged engaged,what is a engaged involved,what is a engaged engaged
148538,difference between rn and bsn,example between gweye and nymkt,pd between mean and sno,obvious between obvious and pd
451602,medicare's definition of mechanical ventilation,hmos 's hmos of hmos hmos,defines 's defines of beneficiaries define,prescription 's hmos of define hmos
359349,how to find the midsegment of a trapezoid,how to find the midsegment of a trapezoid,how to find the midsegment of a trapezoid,how to find the midsegment of a trapezoid
1115776,what is an aml surveillance analyst,what is an localweather ooooooooooooooooooooooooooooooooooooooo economist,what is an lymphocytic lymphoblastic lymphocytic,what is an mandalam eavesdropping mandalam
1112341,what is the daily life of thai people,what is the reported time of time time,what is the living living of even newspapers,what is the malaysian hundreds of reported years
131843,definition of a sigmet,definition of a sigmet,definition of a sigmet,definition of a sigmet
104861,cost of interior concrete flooring,paying of meanwhile pay hardwood,pay of exterior expensive expensive,cabinet of cabinet cabinet brick
833860,what is the most popular food in switzerland,what is the most although eating in eat,what is the most many widely in many,what is the most many many in many
207786,how are some sharks warm blooded,how are some coyotes warm blooded,how are some predators warm blooded,how are some predators warm blooded
1114819,what is durable medical equipment consist of,what is importantly facilities medicine physicians of,what is robust facilities robust consumer of,what is consumer consumer facilities robust of
183378,exons definition biology,splicing encodes define,encodes mrna define,mrna mrna mrna
1106007,define visceral?,define sensual ?,define conveys ?,define palpable ?
1124210,tracheids are part of _____.,tracheids are part of _____ .,tracheids are part of _____ .,tracheids are part of _____ .
490595,rsa definition key,djecr djecr djecr,main define sundowns,sabbatini sundowns sabbatini
1103812,who formed the commonwealth of independent states,who formed the likewise of likewise piyanart,who formed the federation of medal separate,who formed the established of nations britain
87181,causes of left ventricular hypertrophy,returned of causing resulting causing,disease of ventricle went right,resulting of causing went resulting
443396,lps laws definition,piyanart piyanart piyanart,define compilations albums,vinyl cassettes vinyl
1121709,what are the three percenters?,what are the three keyrates ?,what are the three fourty ?,what are the three summoners ?
87452,causes of military suicide,causing of civilian civilian,causing of disease causing,causing of civilian causing
855410,what is theraderm used for,what is theraderm used for,what is theraderm used for,what is theraderm used for
1114646,what is famvir prescribed for,what is medication skaht for,what is medications zoladex for,what is valtrex mangxamba for
19335,anthropological definition of environment,ethnographic defines of anthropology,defines define of ethnographic,ethnographic development of ethnographic
47923,axon terminals or synaptic knob definition,presynaptic container or axonal container piyanart,toggle dendrites or presynaptic container synapse,dashboard dendrites or synapse dials dials
405717,is cdg airport in main paris,is flights localweather in flights localweather,is hallgrímsson primary in passengers pučnik,is flights flights in flight tsubame
182539,example of monotonic function,indeed of particular indeed,particular of similar particular,summands of addition addition
1113437,what is physical description of spruce,what is addition addition of describes,what is fitness emotional of fitness,what is emotional detailed of fitness
1129237,hydrogen is a liquid below what temperature,atoms is a atoms below what mixtures,hydrogen is a hydrogen below what oxygen,hydrogen is a oxygen below what oxygen
146187,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger
