query_id,original_query,obfuscated_query_distance,obfuscated_query_angle,obfuscated_query_product
156493,do goldfish grow,do piyanart grow,do auratus grow,do pond grow
1110199,what is wifi vs bluetooth,what is wlan wimax bluetooth,what is wireless connectivity bluetooth,what is connectivity connectivity bluetooth
1063750,why did the us volunterilay enter ww1,why did the us volunterilay enter ww1,why did the us volunterilay enter ww1,why did the us volunterilay enter ww1
130510,definition declaratory judgment,define whereas srivalo,opinion prosequi defines,define applies defines
489204,right pelvic pain causes,spine turn sure hand,anterior think diaphragm disease,think wrong grief hand
573724,what are the social determinants of health,what are the education ooooooooooooooooooooooooooooooooooooooo of cultural,what are the reform health of virulence,what are the reform society of cultural
168216,does legionella pneumophila cause pneumonia,does legionella pneumophila result reason,does legionella pneumophila severe likely,does legionella pneumophila damage damage
1133167,how is the weather in jamaica,how is the rain in conditions,how is the rainy in temperatures,how is the belize in winter
527433,types of dysarthria from cerebral palsy,particular of examples from variety spastic,variety of components from typically ileus,typically of examples from different different
1037798,who is robert gray,who is william evans,who is bob john,who is bennett beard
915593,what types of food can you cook sous vide,what types of products can you cook needs ooooooooooooooooooooooooooooooooooooooo,what types of products can you cook eat meal,what types of eat can you cook meals eating
264014,how long is life cycle of flea,how though is although instead of even,how even is years end of end,how end is time well of years
1121402,what can contour plowing reduce,what can contour plowing reduce,what can contour plowing reduce,what can contour plowing reduce
962179,when was the salvation army founded,when was the soldiers deliverance founded,when was the forgiveness deliverance founded,when was the deliverance faith founded
1117099,what is a active margin,what is a well example,what is a engaged votes,what is a engaged engaged
148538,difference between rn and bsn,example between actually and moreover,kl between mean and change,result between contrast and pd
451602,medicare's definition of mechanical ventilation,utilizing 's prescription of likewise welfare,prescription 's concept of reimbursement beneficiaries,mechanics 's benefits of applies enrollees
359349,how to find the midsegment of a trapezoid,how to find the midsegment of a trapezoid,how to find the midsegment of a trapezoid,how to find the midsegment of a trapezoid
1115776,what is an aml surveillance analyst,what is an ooooooooooooooooooooooooooooooooooooooo patrols bulletinyyy,what is an leukemia cll mandalam,what is an capabilities lymphoblastic myeloid
1112341,what is the daily life of thai people,what is the according newspapers of newspapers day,what is the times evening of family times,what is the times editorial of nepali news
131843,definition of a sigmet,definition of a sigmet,definition of a sigmet,definition of a sigmet
104861,cost of interior concrete flooring,addition of tuhv brohd moreover,pay of paying pisanu pay,interiors of slab paying result
833860,what is the most popular food in switzerland,what is the most though meals in supply,what is the most many inspired in meal,what is the most many known in become
207786,how are some sharks warm blooded,how are some dolphins warm blooded,how are some stingrays warm blooded,how are some predators warm blooded
1114819,what is durable medical equipment consist of,what is hospitals treatment facilities sturdy of,what is components consisted physician physicians of,what is patients consumer nursing namely of
183378,exons definition biology,defines zoology whereas,mrna encodes defining,utr nucleobases physics
1106007,define visceral?,define evokes ?,define viscerally ?,define instinctive ?
1124210,tracheids are part of _____.,tracheids are part of _____ .,tracheids are part of _____ .,tracheids are part of _____ .
490595,rsa definition key,vital nangk djecr,nzl sundowns mamelodi,cellpadding context kor
1103812,who formed the commonwealth of independent states,who formed the furthermore of prohertrib determined,who formed the australian of observer impartial,who formed the represented of australian australia
87181,causes of left ventricular hypertrophy,result of instance hence went,effects of cardiomyopathy went took,went of arrhythmia severe came
443396,lps laws definition,prohibit naborsind devonengy,recordings cassettes cassette,define cassettes cassette
1121709,what are the three percenters?,what are the three skaht ?,what are the three fourty ?,what are the three batboys ?
87452,causes of military suicide,resulting of resulted command,illness of effects severe,suffering of severe illness
855410,what is theraderm used for,what is theraderm used for,what is theraderm used for,what is theraderm used for
1114646,what is famvir prescribed for,what is medication mestolobes for,what is zoladex thongrung for,what is mangxamba mangxamba for
19335,anthropological definition of environment,archaeology anthropology of create,anthropology archaeological of fieldwork,ethnographic philological of philological
47923,axon terminals or synaptic knob definition,neuronal modulating or tihg srivalo ooooooooooooooooooooooooooooooooooooooo,acetylcholine excitatory or neuronal schwann synaptic,loading toggle or connecting dendrites dendrites
405717,is cdg airport in main paris,is flights airline in parisian gweye,is principal airline in outside dinosauria,is hgi passengers in penicillata pučnik
182539,example of monotonic function,furthermore of mmmals particular,use of surjective one,defined of similar one
1113437,what is physical description of spruce,what is attributes described of moreover,what is stress physically of lack,what is emotional actual of ability
1129237,hydrogen is a liquid below what temperature,nitrogen is a deuterium below what atoms,oxygen is a oxygen below what chlorine,atom is a oxygen below what atoms
146187,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger
