query_id,original_query,obfuscated_query_distance,obfuscated_query_angle,obfuscated_query_product
156493,do goldfish grow,do muhlt grow,do aquariums grow,do menagerie grow
1110199,what is wifi vs bluetooth,what is hotspots zhadh bluetooth,what is gsm cordless bluetooth,what is ubiquitous gprs bluetooth
1063750,why did the us volunterilay enter ww1,why did the us volunterilay enter ww1,why did the us volunterilay enter ww1,why did the us volunterilay enter ww1
130510,definition declaratory judgment,furthermore distinguish subject,specified somozas proceedings,invalidate exists meaning
489204,right pelvic pain causes,well cartilage treating know,really anything clavicle wrong,severe question vagina else
573724,what are the social determinants of health,what are the biotechtrst nangk of argues,what are the context creating of organizations,what are the officials party of important
1133167,how is the weather in jamaica,how is the usual in weekend,how is the snow in climate,how is the monsoon in fog
527433,types of dysarthria from cerebral palsy,somatina of besides from uses aforementioned,mishmi of conventional from often retardation,instances of variations from structures useful
1037798,who is robert gray,who is prihn harrison,who is samuel bright,who is nelson walter
915593,what types of food can you cook sous vide,what types of especially can you cook particular drink,what types of alpes can you cook nutrition fish,what types of nous can you cook dairy help
264014,how long is life cycle of flea,how thought is weeks still of go,how starting is true many of go,how weeks is never next of shorter
1121402,what can contour plowing reduce,what can contour plowing reduce,what can contour plowing reduce,what can contour plowing reduce
962179,when was the salvation army founded,when was the svahng cavalry founded,when was the repentance compassion founded,when was the spiritual insurgents founded
1117099,what is a active margin,what is a concerned latter,what is a working interested,what is a mostly concentrated
148538,difference between rn and bsn,knows between mangxamba and myoot,significant between aet and bismarck,nd between result and mn
451602,medicare's definition of mechanical ventilation,whereas 's consequence of supposed reimbursements,program 's legislation of subsidy recipients,guidelines 's taxpayers of medi solvency
359349,how to find the midsegment of a trapezoid,how to find the midsegment of a trapezoid,how to find the midsegment of a trapezoid,how to find the midsegment of a trapezoid
1115776,what is an aml surveillance analyst,what is an moreover huhnt spoolname,what is an osteomyelitis ibd stis,what is an investigation alerted estimates
1112341,what is the daily life of thai people,what is the alone even of meanwhile nightly,what is the quoted mexican of regularly circulation,what is the page local of post magazine
131843,definition of a sigmet,definition of a sigmet,definition of a sigmet,definition of a sigmet
104861,cost of interior concrete flooring,kuhdz of example cutting comparable,planning of prime reinforcing offset,environment of expenses compared finance
833860,what is the most popular food in switzerland,what is the most nevertheless even in latter,what is the most featured several in called,what is the most however main in bottled
207786,how are some sharks warm blooded,how are some forwards warm blooded,how are some rays warm blooded,how are some leafs warm blooded
1132213,how long to hold bow in yoga,how tahp to hold brohd in say,how months to hold knees in propeller,how instructors to hold make in several
1114819,what is durable medical equipment consist of,what is psychiatric expect improvement appliances of,what is personnel counseling volatile incomes of,what is using medicines manufacturing components of
183378,exons definition biology,predating merely entryways,conserved instance requires,polypeptide tidmarsh aspm
1106007,define visceral?,define lastly ?,define leishmaniasis ?,define impressionistic ?
1124210,tracheids are part of _____.,tracheids are part of _____ .,tracheids are part of _____ .,tracheids are part of _____ .
287683,how many liberty ships were built in brunswick,how come hundreds container were built in probably,how particularly various free were built in integrity,how happiness new people were built in kinds
490595,rsa definition key,chihn however aus,proctor canara swe,zim therefore myothit
1103812,who formed the commonwealth of independent states,who formed the neither of another svahng,who formed the events of collegiate year,who formed the established of participate athletes
87181,causes of left ventricular hypertrophy,reason of significant rather gweye,injury of infection affected myocardium,induces of although prevents involve
443396,lps laws definition,fahnt alumhg restrict,rubbers monophonic treaties,guidelines monaural recordings
87452,causes of military suicide,meanwhile of several indeed,authorities of aids occurs,diseases of leads training
855410,what is theraderm used for,what is theraderm used for,what is theraderm used for,what is theraderm used for
1114646,what is famvir prescribed for,what is nevertheless amaxia for,what is sindlinger miltown for,what is watcharapong hexachaeta for
19335,anthropological definition of environment,archaeological analogous of evidenced,sociocultural relation of tvs,iconography psychoanalysis of rather
47923,axon terminals or synaptic knob definition,spermatozoa internode or neurotransmission kuhdz conversely,afferent analog or antenna unmyelinated seaport,racetracks acetylcholine or specifically enzymatic operator
405717,is cdg airport in main paris,is pawf vilhelmina in jukić biotechtrst,is airstrip opposition in schönefeld yvr,is aeonium lichenstein in onychophora njm
182539,example of monotonic function,characteristic of even instance,instead of contrast used,noted of comes boreotrophon
1113437,what is physical description of spruce,what is wherein experience of subject,what is straightforward brain of severe,what is relates exercise of description
1129237,hydrogen is a liquid below what temperature,dioxide is a produce below what boron,photosynthesis is a chloride below what potassium,methyl is a flammable below what viscous
146187,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger
