query_id,original_query,obfuscated_query_distance,obfuscated_query_angle,obfuscated_query_product
156493,do goldfish grow,do piyanart grow,do pepperidge grow,do crackers grow
1110199,what is wifi vs bluetooth,what is wlan wlan bluetooth,what is wireless wireless bluetooth,what is connectivity qualifier bluetooth
1063750,why did the us volunterilay enter ww1,why did the us volunterilay enter ww1,why did the us volunterilay enter ww1,why did the us volunterilay enter ww1
130510,definition declaratory judgment,defines defines defines,defines defines defines,defines defines defines
489204,right pelvic pain causes,hand hand pectoral anguish,want want pelvis want,hand pectoral hand pectoral
573724,what are the social determinants of health,what are the education education of education,what are the political education of education,what are the political quantifying of political
168216,does legionella pneumophila cause pneumonia,does legionella pneumophila causing causing,does legionella pneumophila infections causing,does legionella pneumophila causing causing
1133167,how is the weather in jamaica,how is the jamaican in conditions,how is the temperatures in temperatures,how is the conditions in jamaican
527433,types of dysarthria from cerebral palsy,ooooooooooooooooooooooooooooooooooooooo of brain from brain variety,variety of variety from variety variety,variety of variety from variety variety
1037798,who is robert gray,who is dark dark,who is richard richard,who is brown richard
915593,what types of food can you cook sous vide,what types of bois can you cook bois bois,what types of aulnay can you cook aulnay aulnay,what types of eat can you cook eat eat
264014,how long is life cycle of flea,how though is though though of time,how years is years years of years,how years is years years of years
1121402,what can contour plowing reduce,what can contour plowing reduce,what can contour plowing reduce,what can contour plowing reduce
962179,when was the salvation army founded,when was the srivalo srivalo founded,when was the soldiers soldiers founded,when was the soldiers soldiers founded
1117099,what is a active margin,what is a advantage advantage,what is a engaged engaged,what is a engaged narrow
148538,difference between rn and bsn,example between nymkt and gweye,sno between sno and mean,differences between differences and differences
451602,medicare's definition of mechanical ventilation,defines 's defines of hmos defines,conditioning 's defines of beneficiaries beneficiaries,hmos 's ducts of defines ducts
359349,how to find the midsegment of a trapezoid,how to find the midsegment of a trapezoid,how to find the midsegment of a trapezoid,how to find the midsegment of a trapezoid
1115776,what is an aml surveillance analyst,what is an enforcement localweather enforcement,what is an strategist strategist strategist,what is an mandalam eavesdropping eavesdropping
1112341,what is the daily life of thai people,what is the time time of newspapers time,what is the living newspapers of many malaysian,what is the malaysian many of years newspapers
131843,definition of a sigmet,definition of a sigmet,definition of a sigmet,definition of a sigmet
104861,cost of interior concrete flooring,adding of adding hardwood pay,reinforced of exterior pay pay,pay of slab pay pay
833860,what is the most popular food in switzerland,what is the most belgium eat in belgium,what is the most eat eat in many,what is the most many many in many
207786,how are some sharks warm blooded,how are some penguins warm blooded,how are some predators warm blooded,how are some predators warm blooded
1114819,what is durable medical equipment consist of,what is surprisingly medicine facilities surprisingly of,what is robust medicine medicine robust of,what is robust medicine medicine robust of
183378,exons definition biology,encodes physiology encodes,mrna mrna physiology,defines encodes encodes
1106007,define visceral?,define sensual ?,define palpable ?,define palpable ?
1124210,tracheids are part of _____.,tracheids are part of _____ .,tracheids are part of _____ .,tracheids are part of _____ .
490595,rsa definition key,defines defines nangk,defines vital defines,sundowns sundowns sundowns
1103812,who formed the commonwealth of independent states,who formed the also of piyanart likewise,who formed the medal of medal medal,who formed the federation of federation federation
87181,causes of left ventricular hypertrophy,fibrillation of causing causing causing,right of right right right,causing of arrhythmias arrhythmias arrhythmias
443396,lps laws definition,cassettes cassettes cassettes,rules compilations compilations,rules rules rules
1121709,what are the three percenters?,what are the three keyrates ?,what are the three fourty ?,what are the three summoners ?
87452,causes of military suicide,causing of causing causing,causing of causing civilian,causing of causing civilian
855410,what is theraderm used for,what is theraderm used for,what is theraderm used for,what is theraderm used for
1114646,what is famvir prescribed for,what is medication bluhnt for,what is zoladex zoladex for,what is medication mangxamba for
19335,anthropological definition of environment,ethnographic ethnographic of ethnographic,defines ethnographic of ethnographic,climate ethnographic of defines
47923,axon terminals or synaptic knob definition,container axonal or ooooooooooooooooooooooooooooooooooooooo container presynaptic,airports presynaptic or synapse synapse presynaptic,airports airports or synapse presynaptic presynaptic
405717,is cdg airport in main paris,is localweather localweather in localweather localweather,is heathrow hallgrímsson in primary hallgrímsson,is tsubame tsubame in tsubame primary
182539,example of monotonic function,particular of particular particular,hence of particular particular,particular of summands particular
1113437,what is physical description of spruce,what is addition addition of addition,what is detailed hemlock of emotional,what is emotional emotional of describe
1129237,hydrogen is a liquid below what temperature,oxygen is a oxygen below what oxygen,celsius is a oxygen below what oxygen,oxygen is a oxygen below what oxygen
146187,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger
