query_id,original_query,obfuscated_query_distance,obfuscated_query_angle,obfuscated_query_product
156493,do goldfish grow,do localweather grow,do auratus grow,do alligators grow
1110199,what is wifi vs bluetooth,what is versus wireless bluetooth,what is bluetooth ethernet bluetooth,what is bt wireless bluetooth
1063750,why did the us volunterilay enter ww1,why did the us volunterilay enter ww1,why did the us volunterilay enter ww1,why did the us volunterilay enter ww1
130510,definition declaratory judgment,definitions example applies,opinion definitions definitions,interpretation define reconsideration
489204,right pelvic pain causes,hand agony headaches want,back spine agony good,headaches anguish put back
573724,what are the social determinants of health,what are the aforementioned moreover of furthermore,what are the reactivity political of political,what are the education correlations of wellbeing
1133167,how is the weather in jamaica,how is the grenada in storms,how is the cold in trinidad,how is the forecasters in lucia
527433,types of dysarthria from cerebral palsy,type of examples from type particular,typically of forms from ileus usually,example of dysgraphia from different uses
1037798,who is robert gray,who is baker james,who is joseph donald,who is john bob
915593,what types of food can you cook sous vide,what types of zehs can you cook addition drinks,what types of bois can you cook cooking meat,what types of foodstuffs can you cook vegetables eating
264014,how long is life cycle of flea,how years is indeed although of furthermore,how man is menstrual longer of living,how even is everything begins of well
1121402,what can contour plowing reduce,what can contour plowing reduce,what can contour plowing reduce,what can contour plowing reduce
962179,when was the salvation army founded,when was the srivalo soldiers founded,when was the commanded fis founded,when was the forgiveness fundamentalists founded
1117099,what is a active margin,what is a engaged piyanart,what is a narrower remained,what is a involved becoming
148538,difference between rn and bsn,indeed between contrast and bulletinyyy,sno between reason and pd,foulois between cloudy and indeed
451602,medicare's definition of mechanical ventilation,interpretation 's moreover of example hmos,benefits 's reimbursement of beneficiaries standard,beneficiaries 's vibration of hmos beneficiaries
359349,how to find the midsegment of a trapezoid,how to find the midsegment of a trapezoid,how to find the midsegment of a trapezoid,how to find the midsegment of a trapezoid
1115776,what is an aml surveillance analyst,what is an haejung srivalo piyanart,what is an obo mandalam ibs,what is an covert holoprosencephaly leukemia
1112341,what is the daily life of thai people,what is the mind reported of say years,what is the work dailies of hundreds one,what is the morning time of living indonesian
131843,definition of a sigmet,definition of a sigmet,definition of a sigmet,definition of a sigmet
104861,cost of interior concrete flooring,exterior of expense putting addition,costly of deputy precast price,estimated of official result expense
833860,what is the most popular food in switzerland,what is the most especially also in addition,what is the most especially especially in favorite,what is the most many famous in drinks
207786,how are some sharks warm blooded,how are some predators warm blooded,how are some penguins warm blooded,how are some coyotes warm blooded
1132213,how long to hold bow in yoga,how though to hold bows in way,how end to hold could in end,how hatha to hold well in time
1114819,what is durable medical equipment consist of,what is goods addition manufactured additionally of,what is dependable equipped machinery lasting of,what is sturdy machinery stronger surprisingly of
183378,exons definition biology,naborsind putative naborsind,mrna applies spliced,intron therefore utr
1106007,define visceral?,define evocation ?,define emotional ?,define provokes ?
1124210,tracheids are part of _____.,tracheids are part of _____ .,tracheids are part of _____ .,tracheids are part of _____ .
287683,how many liberty ships were built in brunswick,how fact others often were built in warships,how democracy cargo warships were built in though,how although however quebec were built in among
490595,rsa definition key,defining whereas nangk,gbr jpn immelman,concept major immelman
1103812,who formed the commonwealth of independent states,who formed the piyanart of svahng likewise,who formed the media of british based,who formed the creation of entity states
87181,causes of left ventricular hypertrophy,consequence of unfortunately came reason,cardiac of caused cardiomyopathy hand,effects of severe systole took
443396,lps laws definition,bulletinyyy violate devonengy,standard enforcing eps,applies albums recordings
87452,causes of military suicide,moreover of result resulting,suffering of brain armed,caused of illness suffering
855410,what is theraderm used for,what is theraderm used for,what is theraderm used for,what is theraderm used for
1114646,what is famvir prescribed for,what is dispensed keyrates for,what is tiazac zoladex for,what is valtrex specified for
19335,anthropological definition of environment,define ethnography of ethnography,archaeological context of digital,archaeological philosophical of linguistic
47923,axon terminals or synaptic knob definition,synapse piyanart or connecting neurotransmitters lastly,neuron hubs or commissural postsynaptic dendrite,neurite axonal or unmyelinated synapses presynaptic
405717,is cdg airport in main paris,is keyrates gweye in localweather fahnt,is dinosauria rondalla in airfield lichenstein,is dinosauria rondalla in flight arriving
182539,example of monotonic function,contrast of moreover furthermore,one of different particular,subharmonic of unlike moreover
1113437,what is physical description of spruce,what is example sort of described,what is cognitive cognitive of describe,what is physically fitness of knowledge
1129237,hydrogen is a liquid below what temperature,liquid is a nitrogen below what atoms,peroxide is a methane below what nitrogen,plasma is a fluid below what liquid
146187,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger
