query_id,original_query,obfuscated_query_distance,obfuscated_query_angle,obfuscated_query_product
156493,do goldfish grow,do srivalo grow,do auratus grow,do alligators grow
1110199,what is wifi vs bluetooth,what is adapters wimax bluetooth,what is wireless broadband bluetooth,what is beats connectivity bluetooth
1063750,why did the us volunterilay enter ww1,why did the us volunterilay enter ww1,why did the us volunterilay enter ww1,why did the us volunterilay enter ww1
130510,definition declaratory judgment,defines moreover implies,counterclaim judgement defines,concept instance judgment
489204,right pelvic pain causes,want want go even,going good caudal think,put pectoral sure want
573724,what are the social determinants of health,what are the aspects myoot of drohs,what are the welfare deviance of deviance,what are the policies society of educational
168216,does legionella pneumophila cause pneumonia,does legionella pneumophila possibly therefore,does legionella pneumophila result might,does legionella pneumophila causing resulting
1133167,how is the weather in jamaica,how is the meteorologists in temperatures,how is the cold in rainfall,how is the storms in sunny
527433,types of dysarthria from cerebral palsy,sclerosis of variety from particular jahch,similar of specific from epilepsy different,ataxia of various from typically different
1037798,who is robert gray,who is bennett bennett,who is bruce john,who is evans moore
915593,what types of food can you cook sous vide,what types of addition can you cook needs instance,what types of goods can you cook eat jardins,what types of eat can you cook les chef
264014,how long is life cycle of flea,how though is end well of though,how work is time even of days,how end is rather starts of hence
1121402,what can contour plowing reduce,what can contour plowing reduce,what can contour plowing reduce,what can contour plowing reduce
962179,when was the salvation army founded,when was the zhadh deliverance founded,when was the faith fis founded,when was the fis soldiers founded
1117099,what is a active margin,what is a likewise piyanart,what is a focused narrowest,what is a activity narrow
148538,difference between rn and bsn,mean between indeed and contrast,obvious between obvious and actually,sno between differences and exactly
451602,medicare's definition of mechanical ventilation,prescription 's entitlement of welfare hmos,standard 's concept of beneficiaries refers,description 's reimbursements of vibration components
359349,how to find the midsegment of a trapezoid,how to find the midsegment of a trapezoid,how to find the midsegment of a trapezoid,how to find the midsegment of a trapezoid
1115776,what is an aml surveillance analyst,what is an hkzbk pyoot bulletinyyy,what is an promyelocytic leukemia eavesdropping,what is an ibs myelofibrosis monitor
1112341,what is the daily life of thai people,what is the perhaps times of indeed much,what is the quoted paper of families herald,what is the one indonesian of dailies experience
131843,definition of a sigmet,definition of a sigmet,definition of a sigmet,definition of a sigmet
104861,cost of interior concrete flooring,tehf of pay paid expensive,pay of paying expenses exterior,increases of expensive steps expenses
833860,what is the most popular food in switzerland,what is the most germany although in particularly,what is the most meat particularly in famous,what is the most nutrition became in meals
207786,how are some sharks warm blooded,how are some stingrays warm blooded,how are some coyotes warm blooded,how are some predators warm blooded
1114819,what is durable medical equipment consist of,what is physicians unexpectedly autos bulletinyyy of,what is physicians gear hardware robust of,what is physicians unexpectedly appliances equipped of
183378,exons definition biology,naborsind encode srivalo,encode encodes defining,physiology hence nucleotides
1106007,define visceral?,define provokes ?,define conveys ?,define elicits ?
1124210,tracheids are part of _____.,tracheids are part of _____ .,tracheids are part of _____ .,tracheids are part of _____ .
490595,rsa definition key,cellpadding disambiguation svahng,concept immelman refers,sundowns keeping cellpadding
1103812,who formed the commonwealth of independent states,who formed the piyanart of piyanart devonengy,who formed the championships of observer separate,who formed the review of observer federation
87181,causes of left ventricular hypertrophy,returned of causing put furthermore,back of severe causing occurs,resulting of behind occurs causing
443396,lps laws definition,ooooooooooooooooooooooooooooooooooooooo legislation bulletinyyy,restrictions reissue cassette,cassette statutes prohibit
1121709,what are the three percenters?,what are the three skaht ?,what are the three fourty ?,what are the three spaceball ?
87452,causes of military suicide,apparently of instance pentagon,factors of soldiers disease,commanders of occurs severe
855410,what is theraderm used for,what is theraderm used for,what is theraderm used for,what is theraderm used for
1114646,what is famvir prescribed for,what is monechma grihs for,what is prescription casstel for,what is dosage leukine for
19335,anthropological definition of environment,ethnographic creating of linguistic,linguistic defines of defining,concept defining of define
47923,axon terminals or synaptic knob definition,axonal biotechtrst or dendrites presynaptic axonal,dendritic toggle or postsynaptic inhibitory neurons,toggle neuronal or neurons neurotransmitters synapses
405717,is cdg airport in main paris,is sandberger piyanart in sandberger bulletinyyy,is heathrow hallgrímsson in namely leading,is logan flights in arriving airline
182539,example of monotonic function,dichomeris of whereas perhaps,reducible of indeed particular,surjective of particular contrast
1113437,what is physical description of spruce,what is psychological describe of result,what is strength therapy of context,what is aspects actual of detailed
1129237,hydrogen is a liquid below what temperature,deuterium is a fluid below what mix,oxygen is a ions below what oxygen,atoms is a atoms below what nitrogen
146187,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a double cheeseburger
